x, y
4.85429, -2813.95132
4.93865, -2822.52864
4.93865, -2831.10596
4.93865, -2839.68328
4.93865, -2848.2606
4.93865, -2856.83792
5.02301, -2865.41524
5.02301, -2873.99256
5.02301, -2882.56988
5.02301, -2891.1472
5.10736, -2899.72452
5.10736, -2908.30184
5.10736, -2916.87916
5.10736, -2925.45648
5.10736, -2934.0338
5.19172, -2942.61112
5.19172, -2951.18844
5.19172, -2959.76576
5.19172, -2968.34308
5.19172, -2976.9204
5.27607, -2985.49772
